Concatenar;Id Conocimiento;Torre;Nombre Componente;Tipo de evento;Descripción Error;Solución;Tipo Documento;Fecha creación;Responsable Torre;Estado;Fecha aprobación;Responsable de Aprobación;Fecha última actualización;Ticket relacionado;# KDB Service Now;OBSERVACIÓN;Automatización;Documento
PRECBPSG01En caso de encontrar el FS /var/log alertado se realiza los siguientes pasos para su depuración;PSKB0061;UNIX;PRECBPSG01;Incremento de espacio en filesystem;En caso de encontrar el FS /var/log alertado se realiza los siguientes pasos para su depuración;"Nota: No se debe eliminar ni los directorios ni los archivos, se debe realizar la copia del contenido de los archivos en un backup y posterior se lo vacia.

Ingresar al servidor que presenta la alerta en este caso PRECBPSG01
1. Revisar el espacio utilizado y verificar si el filesystem supera el umbral establecido /var/log 
df -gt
2. Ingresar al filesystem 
cd /var/log
3. listar los archivos que se encuentren en el filesystem 
ls -lrt
4. ordenar los archivos según su peso
du -gs ./* | sort -n
Nota: Se genera la lista con los directorios que tienen mas peso en ese caso se debe liberar el espacio generando un backup.
5. Realizar la copia del archivo que se va a vaciar en un filesystem con mas espacio puede ser backup
cp -p kern /backup/kern_backup_21_02_2025
6. se verifica que se haya creado correctamente el backup 
cd /backup
ls -lrt | grep kern_backup_21_01_2025
tail -f kern_backup_21_01_2025
7. Despues de haber realizado y verificado que se hizo la copia se ingresa al filesystem /var/log
cd /var/log
8. Se realiza el vaciado del archivo 
>kern
9. Se revisa el espacio utilizado que queda despues del vaciado
df -gt 
En caso que se necesite liberar mas espacio se puede repetir el mismo proceso en archivos como mail, user, daemon, secure.

SUGERENCIA: Tomar la referenci del documento TCSECU_N1_UNIX_Depuración_file_system_var_log_AIX para mas detalles";Bitacora;30/01/2025;Jeniffer Guaman ;Aprobado;30/05/2025;Johana Mendoza;;INC0131661;"Revisar
Gestión Incidentes";KB0058057;;
Control M - AIXEste procedimiento trata de como validar que el servicio de Control M se encuentra arriba, caso contrario se deberá subir manualmente;PSKB0062;UNIX;Control M - AIX;Agente Control M;Este procedimiento trata de como validar que el servicio de Control M se encuentra arriba, caso contrario se deberá subir manualmente;"0. Ejecutar el comando ps-ef |grep ctm
Este comando permitirá visualizar si existen procesos propios de la aplicación arriba

NOTA: En el caso de que si existan procesos relacionado al agente de control M, se debe reiniciar el agente.

REINICIO DE AGENTE:
1. Revisar el incidente asignado de Command Center Batch , donde se indica el servidor afectado
2.  Ingresar al servidor mediante Cyberark 
 3. Ejecutar el comando df -gt
 Ir al directorio:
cd /home1/cmbpv9/ctmagt/ctm/scripts
2. Ejecutar el script shut-ag para bajar el agente de control m 
./ shut-ag
3. Ejecutar el script start-ag - para subir el agente de control m 
./start-ag
Presionar Enter en Ambas Preguntas

INICIO DE AGENTE:
1 . Ir al directorio:
cd /home1/cmbpv9/ctmagt/ctm/scripts
2. Ejecutar el script start-ag
./start-ag
Presionar Enter en Ambas Preguntas

NOTA: Puede existir otra versión instalada de agente de control M, por lo que la ruta puede cambiar a /home1/cmbpv8.";Bitacora;30/01/2025;Mauricio Ruiz;En revisión;Pendiente;Johana Mendoza;;INC0226051 ;;;Nominado;
PRECLES003En caso de encontrar el FS /var/log alertado se realiza los siguientes pasos para su depuración;PSKB0063;UNIX;PRECLES003;Incremento de espacio en filesystem;En caso de encontrar el FS /var/log alertado se realiza los siguientes pasos para su depuración;"
Ingresar al servidor que presenta la alerta en este caso PRECLES003
1. Revisar el espacio utilizado y verificar si el filesystem supera el umbral establecido /var/log 
df -h
2. Ingresar al filesystem 
cd /var/log
3. listar los archivos mas pesados que se encuentren en el filesystem 
ls -lSr
4. Comprimir los archivos mas pesados 
gzip messages-*
5. Validar que se depuro
ls -lSr
6. Comprobar el espacio del filesystem
df -h .

SUGERENCIA: Tomar la referenci del documento TCSECU_N1_UNIX_Depuración_file_system_var_log_REDHAT para mas detalles
";Bitacora;30/01/2025;Jeniffer Guaman ;Aprobado;30/05/2025;Johana Mendoza;;;;;Nominado;
ecbplxapd4En caso de alertar bajo el detalle: Evento EnP - ecbplxapd4.desa.bpichincha.com: Low disk space ó Saturacion de Disco;PSKB0064;Unix;ecbplxapd4;DISCO SATURACION/LOW SPACE;En caso de alertar bajo el detalle: Evento EnP - ecbplxapd4.desa.bpichincha.com: Low disk space ó Saturacion de Disco;"1. Ingresar a la alerta sobre el servidor ecbplxapd4
2. Validar que la ruta inicial que se esta alertando sea sobre: "" /var/lib/docker/devicemapper/mnt/"" 
3. Colocar como comentario en el problema: ""Servidor pertenece al pull de servidores de Openshift Desarrollo; al ser una ruta de contenedores esta se autodepura""
4.  Esperar 20 Minutos.
5. Cerrar el Incidente.

Nota: En caso de que posterior a los 20 minutos siga el incidente, comunicar al StandBy de Unix para validar si existen trabajos sobre ese servidor";Bitacora;30/01/2025;Erick Iza ;Aprobado;30/05/2025;Johana Mendoza;;"INC0352272
INC0351821";;;;
preclsa022TCP connectivity;PSKB0065;UNIX;preclsa022;Evento-nxlog;TCP connectivity;La alerta por conectividad de NXLOG debe ser escalado a la Célula de Seguridad de Banco, quienes son los dueños del servicio de nxlog, se debe escalar al grupo TEC_BP_N3_PLATAFORMA_CS con responsable ERICK DAMIAN RISUENO BENITEZ, validar responsable de la aplicación. Enviar correo a los siguientes destinatarios frazambr, errisuen, plataformacentralizada, usrpctcs con el detalle de la alerta.;Bitacora;30/01/2025;Ricardo Urbina;Aprobado;30/05/2025;Johana Mendoza;;INC0279957;;;;
preclsa009TCP connectivity;PSKB0066;UNIX;preclsa009;Evento-nxlog;TCP connectivity;La alerta por conectividad de NXLOG debe ser escalado a la Célula de Seguridad de Banco, quienes son los dueños del servicio de nxlog, se debe escalar al grupo TEC_BP_N3_PLATAFORMA_CS con responsable ERICK DAMIAN RISUENO BENITEZ, validar responsable de la aplicación. Enviar correo a los siguientes destinatarios frazambr, errisuen, plataformacentralizada, usrpctcs con el detalle de la alerta.;Bitacora;30/01/2025;Ricardo Urbina;Aprobado;30/05/2025;Johana Mendoza;;INC0279957;;;;
ecbpprap17 y ecbpprap18Caso verificado y coordinado con TEUNO y BP;PSKB0067;WINTEL;ecbpprap17 y ecbpprap18;DISCO SATURACION/LOW SPACE;Caso verificado y coordinado con TEUNO y BP;"1. Ingresar al servidor mediante el Cyberark.
2. Dentro del servidor ingresar al disco C, e ingresar a la carpeta ""temp"", dentro de la carpeta ""treesize"".
3. Ejecutar como administrador el programa ""treesize"".
4. Verificar qué esta saturando el disco.
5. Tomar una captura a la pantalla y generar un correo dirigido a Jessica Cabrera jessica.cabrera@teuno.com (administradores de los discos C y D de esos servidores).
6. En el correo especificar, la necesidad de depuración de los discos al generar una alerta en la infraestructura.
7. Una vez ejecutada la depuración la alerta no debe persentarse.";Bitacora;30/01/2025;Juan Robalino;Aprobado;Pendiente;Johana Mendoza;;"
INC0245708";KB0057987;Registrado y aprobado en Service Now;;
ecbpprw96Workaround definido y probado. En ambiente productivo;PSKB0068;WINTEL;ecbpprw96;DISCO SATURACION/LOW SPACE;Workaround definido y probado. En ambiente productivo;"1. Ingresar al servidor alertado
2. Abrir el programa ""TreeSizeFree-Portable"" que se encuentra en la siguiente ruta C:\temp\TreeSizeFree-Portable (click derecho y correr como administrador)
3. Proceder con la depuración de archivos con extesión .log con tiempo de antiguedad mayor a un mes de la ruta ""D:\sitios\pub\Tcs.Checklist\log"". ";Bitacora;30/01/2025;Juan Robalino;Aprobado;Pendiente;Johana Mendoza;;INC0028455;KB0058046;Registrado en Service Now;;
"ecbpprw28En Dynatrace aparece la alerta ""BanRed File Update"", para lo cual antes de realizar el workaround se debe esperar que solicite el equipo de Shiftleaders";PSKB0069;WINTEL;ecbpprw28;Evento en proceso de Aplicación;"En Dynatrace aparece la alerta ""BanRed File Update"", para lo cual antes de realizar el workaround se debe esperar que solicite el equipo de Shiftleaders";"Esperar la solicitud de matar el proceso Standln.exe por parte del equipo de Shiftleaders, para lo cual realizar lo siguiente:
1. Verificar en Service Now la existencia de una tarea asignada al grupo TEC_TCS_N1_RYR_ICC_EVENTOS, misma que debió ser creada por SMO Banco (esto implica que está autorizado por Banco, no puede ser creada por alguien de TCS).
2. Ingresar al servidor ecbpprw28
3. Dar click derecho sobre la barra de tareas e Ingresar al task manager>Details
4. Click derecho sobre Standln.exe y luego dar click sobre End task
5. Si luego de 10 a 15 minutos la alerta no se recupera en Dynatrace se debe transferir la tarea de incidente a Wintel, si la alerta se recupera se debe proceder a cerrar la tarea asignada.
 
";Bitacora;27/05/2025;Arsecio Vergara;Aprobado;Pendiente;Johana Mendoza;;;;Pendiente revision Workaround, revision del flujo y aprobacion para la ejecucion de la tarea;;
"precwcl010
precwcl006
precwcl005
precwcl009
precxdb004Alta utilización de tarjeta de red";PSKB0070;WINTEL;"precwcl010
precwcl006
precwcl005
precwcl009
precxdb004";Networking;Alta utilización de tarjeta de red;"Para verificar se debe realizar los siguientes pasos:
1. Ingresar al servidor alertado
2. Dar click derecho sobre la barra de tareas e Ingresar al administrador de tareas
3.  Ir a Performance>Open Resourse Monitor>Network
4. Luego en la sección de Network Activity> Dar click sobre Total (B/Sec) para ordenar descendentemente
5. Si el proceso que mas consume se llama ""pbx_exchange.exe"" es porque se debe a procesos de respaldos, por lo cual no se debe generar incidente, solo mantener el monitoreo.";Bitacora;30/01/2025;Arsecio Vergara;Aprobado;Pendiente;Johana Mendoza;;;;;;
DRECXDB008CPU Saturation;PSKB0071;BDD;DRECXDB008;CPU Saturation;CPU Saturation;"1. Ingresamos al cyberark.
2. Buscar el nombre del servidor afectado.(columa C Nombre Componente)
3,conectar por la opcion plsql
4.. Ejecutamos un query para validar que no se esté ejecutando un respaldo                                                                                                                                                    ""SELECT SID, START_TIME, TOTALWORK, sofar,  (sofar / totalwork) * 100 done, 
    SYSDATE + TIME_REMAINING / 3600 / 24 end_at 
  FROM v$session_longops 
  WHERE     totalwork > sofar AND opname NOT LIKE '%aggregate%'  AND opname LIKE 'RMAN%' 
  order by end_at desc; ""     
5. Ejecutamos un query para validar que no se este ejecutando estadisticas 
SELECT sess.sid, sess.serial#, sess.username, sess.status, sql.sql_text
FROM gv$session sess
JOIN gv$sql sql ON sess.sql_id = sql.sql_id
WHERE sess.status = 'ACTIVE' AND sql.sql_text LIKE 'ALTER INDEX%                                                                                                                                                                                                                                                     
6. Si los  querys retorna sessiones de backup,index o estadisticas corresponde a un evento controlado, caso contrario si no existe la ejecución de estos querys y el evento  persiste más de 15 minutos notificar a BDD.
Nota:este servidor es de restauraciones de bdd  no existe transaccionabilidad asi que cada evento que reporte en este servidor colocar como cerrado como  controlado,no existe tiempo ya que la resturacion puede tardar horas ";Bitacora;30/01/2025;Henry Mañay;Aprobado;30/05/2025;David Medina;;INC0328302;;;;
ecbpprq102Slow disk;PSKB0072;BDD;ecbpprq102;Slow Disk SQL;Slow disk;"1. Ingresar a cyberark mediante el link https://privilegiados.uio.bpichincha.com/PasswordVault/v10/
2. Buscar el nombre del servidor afectado.(columa C Nombre Componente)
3.  Conectar por la opcion rdp (cyberak)
4. Validar que no se presente error de I/O en el error log ejecutando lo siguiente:                                                                                                                                                                               
SET NOCOUNT ON     
DECLARE @fechaini DATETIME, @fechafin DATETIME;
CREATE TABLE #temperrorlog ([ErrorLogDate] DATETIME, [ProcessInfo] VARCHAR(50),[Text] NVARCHAR(4000)); 
SELECT @fechaini = DATEADD(mi,-120,GETDATE()); 

SELECT @fechafin = GETDATE();
INSERT INTO #temperrorlog (ErrorLogDate, ProcessInfo , TEXT) 
EXEC xp_readerrorlog 0,1,N'',N'',@fechaini,@fechafin;
DELETE FROM #temperrorlog WHERE [ProcessInfo] LIKE '%Logon%'
SELECT *
FROM #temperrorlog 
WHERE [Text] LIKE '%error%' OR [Text] LIKE '%Suspect%' OR [Text] LIKE '%Recovery%'
DROP TABLE #temperrorlog
GO

5. En caso que la alerta se presente por más de 15 min reportar a BDD.
6 - Identificar procesos de ejecución de BackUp, shrink (compactaciones), reindexaciones y procesos con mucho tiempo de ejecución con el siguiente query

EXEC sp_who2 active
EXEC sp_who3
NOTA: cerrar el evento como controlado en caso que la alerta dure mas de 15 minutos escalar a bdd ";Bitacora;30/01/2025;Henry Mañay;Revisión;30/05/2025;David Medina;;;;;;
;PSKB0073;BDD;PRECXDB004;p014banr1;Oracle monitoring - Instance status;"Preguntar a Centro de Computo si se está ejecutando en el batch el flash copy de Bancs y Cerrar el evento como controlado, este evento sucede 2 veces a media noche  y en la madrugada;  en caso que suceda en el día por favor reportar a base de datos";Bitacora;18/07/2025;Henry Mañay;En proceso;18/07/2025;Santiago Valencia;N/A;;;;;
;PSKB0074;BDD;PRECXDB005;p014banr2;Oracle monitoring - Instance status;"Preguntar a Centro de Computo si se está ejecutando en el batch el flash copy de Bancs y Cerrar el evento como controlado, este evento sucede 2 veces a media noche  y en la madrugada;  en caso que suceda en el día por favor reportar a base de datos";Bitacora;18/07/2025;Henry Mañay;En proceso;18/07/2025;Santiago Valencia;N/A;;;;;
;PSKB0075;BDD;ECBPEBSP7;Oracle Database prodref;Multiple infrastructure problems;"Preguntar a Centro de Computo si se está ejecutando en el batch el flash copy de Ebs y Cerrar el evento como controlado, este evento sucede solo en la madrugada;  en caso que suceda en el día por favor reportar a base de datos ";Bitacora;18/07/2025;Henry Mañay;En proceso;18/07/2025;Santiago Valencia;N/A;;;;;
;PSKB0076;BDD;ECBPEBSP7;Oracle Database prodref;Oracle componente RAC ora.prodref.db OFFLINE;"Preguntar a Centro de Computo si se está ejecutando en el batch el flash copy de Ebs y Cerrar el evento como controlado, este evento sucede solo en la madrugada;  en caso que suceda en el día por favor reportar a base de datos";Bitacora;18/07/2025;Henry Mañay;En proceso;18/07/2025;Santiago Valencia;N/A;;;;;
;PSKB0077;BDD;"precbpsg03
precbpsg04";Memory Saturation;Memory Saturation;"1. Ingresar al cyberark.mediante el link https://privilegiados.uio.bpichincha.com/PasswordVault/v10/
2. Buscamos el nombre del servidor para poder ingresar (columa C Nombre Componente)
3.Conectar por la opcion ssh (cyberak)
3. ejecutamos el comando ""topas"".                                                                                                                                                                                   
 4. Visualizamos en la parte derecha el porcentaje de memoria computacional (% Comp). Si el porcentaje es mayor al 93% y el evento persiste más de 15 minutos notificar a BDD.
Nota: El evento que presenta por saturacion de memoria en dynatrace  no es la real se debe verificar el dashbord de unix el cual toma  la memoria computacional, si se encuentra en rojo, reportar, caso contrario cerrar indicando que es un evento controlado y no reporta la memoria real https://xyc10065.live.dynatrace.com/index.jsp?state=W5OHiIGFgThLgMK_4bTMuLyC81C6RRzc95p8TRdR4L0&code=2679782c-1aab-46f4-8246-bce697239142#dashboard;gtf=-10m;gf=all;id=3e82d414-3faa-4997-ae73-fc014376add0";Bitacora;18/07/2025;Henry Mañay;En proceso;18/07/2025;Santiago Valencia;N/A;;;;;
;PSKB0040;UNIX;"ecbpbinp1
ecbpebsp1
precbpsg04
ecbpebsp8
tsecbpsg03
precbpsg03
ecbpebsp7
ecbpebst3
ecbpebsb3
ecbpebst1
ecbpebsb2";CPU Saturation;;"1. Validar en Dynatrace que servidor se relaciona con la alerta.
2.Ingresar al servidor mediante Cyberark.
3. Ejecutar el comando nmon.
4. Tipear la letra T (para que comunique todos los procesos que se están ejecutando).
5. Escribir el número 4 para ordenar de mayor a menor.
6. Se relaciona el proceso ejecutado con los procesos AIOSERVER, BPBKAR, WSCANSW, RTSORA

- AIOSERVER: La saturación de CPU producida a causa de procesos aioserver dentro del servidor se debe validar con Base de Datos, debido a que son procesos asociados a procesos de base de datos dentro del servidor.
 
- BPBKAR: La saturación de CPU producida a causa de procesos BPBKAR dentro del servidor se debe a que dentro del servidor se está realizando procesos de respaldo. La primera acción a tomar sería validar los respaldos que se encuentran ejecutando en el servidor con el área de Respaldos.
Validar dentro del Dynatrace la ejecución de este proceso en días o semanas anteriores y correlacionar el evento.

- WSCANSW: La saturación de Memoria producida a causa de procesos WSCANSW dentro del servidor se debe a que dentro del servidor se encuentra corriendo el proceso de autodescubrimiento del ILMT, este proceso no dura más de 45 minutos dentro del servidor por lo que se debería considerar como un comportamiento normal. Si excede el tiempo se debe realizar una revisión del proceso dentro del servidor.

- RTSORA:  La saturación de CPU producida a causa de procesos RTSORA dentro del servidor se debe a que dentro del servidor se está realizando procesos de respaldo. La primera acción a tomar sería validar los respaldos que se encuentran ejecutando en el servidor con el área de Respaldos.
Validar dentro del Dynatrace la ejecución de este proceso en días o semanas anteriores y correlacionar el evento.

8. Monitorear alerta hasta su finalización. 
9. Revisar que los valores se hayan estabilizado.
10. En caso de que los valores no se estabilicen, escalar a Torre.
11. En caso que que los valores sean estables, cerrar el ticket.";Bitacora;;;;;; ;INC0279021;;;;
; ;;;;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
;;BDD;;CPU Saturation;;;;;;;;;;;;;;
